"openml_id" "frac" "row_id" "fold"
40981 0.05 25 3
40981 0.05 29 3
40981 0.05 31 3
40981 0.05 38 3
40981 0.05 48 3
40981 0.05 54 3
40981 0.05 64 3
40981 0.05 65 3
40981 0.05 67 3
40981 0.05 69 3
40981 0.05 71 3
40981 0.05 75 3
40981 0.05 78 3
40981 0.05 80 3
40981 0.05 81 3
40981 0.05 88 3
40981 0.05 90 3
40981 0.05 91 3
40981 0.05 104 3
40981 0.05 109 3
40981 0.05 110 3
40981 0.05 115 3
40981 0.05 117 3
40981 0.05 130 3
40981 0.05 136 3
40981 0.05 140 3
40981 0.05 141 3
40981 0.05 149 3
40981 0.05 152 3
40981 0.05 163 3
40981 0.05 164 3
40981 0.05 167 3
40981 0.05 168 3
40981 0.05 174 3
40981 0.05 177 3
40981 0.05 188 3
40981 0.05 205 3
40981 0.05 209 3
40981 0.05 215 3
40981 0.05 217 3
40981 0.05 218 3
40981 0.05 226 3
40981 0.05 236 3
40981 0.05 267 3
40981 0.05 276 3
40981 0.05 280 3
40981 0.05 285 3
40981 0.05 295 3
40981 0.05 298 3
40981 0.05 312 3
40981 0.05 313 3
40981 0.05 314 3
40981 0.05 315 3
40981 0.05 321 3
40981 0.05 324 3
40981 0.05 328 3
40981 0.05 330 3
40981 0.05 336 3
40981 0.05 340 3
40981 0.05 342 3
40981 0.05 346 3
40981 0.05 354 3
40981 0.05 355 3
40981 0.05 361 3
40981 0.05 364 3
40981 0.05 369 3
40981 0.05 373 3
40981 0.05 377 3
40981 0.05 380 3
40981 0.05 394 3
40981 0.05 401 3
40981 0.05 414 3
40981 0.05 417 3
40981 0.05 421 3
40981 0.05 430 3
40981 0.05 435 3
40981 0.05 439 3
40981 0.05 440 3
40981 0.05 444 3
40981 0.05 448 3
40981 0.05 456 3
40981 0.05 461 3
40981 0.05 465 3
40981 0.05 469 3
40981 0.05 472 3
40981 0.05 483 3
40981 0.05 488 3
40981 0.05 490 3
40981 0.05 497 3
40981 0.05 499 3
40981 0.05 502 3
40981 0.05 507 3
40981 0.05 517 3
40981 0.05 525 3
40981 0.05 526 3
40981 0.05 534 3
40981 0.05 541 3
40981 0.05 552 3
40981 0.05 555 3
40981 0.05 556 3
40981 0.05 557 3
40981 0.05 560 3
40981 0.05 562 3
40981 0.05 564 3
40981 0.05 571 3
40981 0.05 583 3
40981 0.05 587 3
40981 0.05 589 3
40981 0.05 592 3
40981 0.05 600 3
40981 0.05 606 3
40981 0.05 608 3
40981 0.05 611 3
40981 0.05 613 3
40981 0.05 614 3
40981 0.05 616 3
40981 0.05 618 3
40981 0.05 621 3
40981 0.05 625 3
40981 0.05 630 3
40981 0.05 633 3
40981 0.05 640 3
40981 0.05 644 3
40981 0.05 647 3
40981 0.05 654 3
40981 0.05 656 3
40981 0.05 661 3
40981 0.05 666 3
40981 0.05 674 3
40981 0.05 677 3
40981 0.05 684 3
40981 0.05 686 3
40981 0.05 689 3
40981 0.05 16 4
40981 0.05 23 4
40981 0.05 24 4
40981 0.05 27 4
40981 0.05 30 4
40981 0.05 37 4
40981 0.05 43 4
40981 0.05 49 4
40981 0.05 55 4
40981 0.05 57 4
40981 0.05 61 4
40981 0.05 68 4
40981 0.05 74 4
40981 0.05 82 4
40981 0.05 86 4
40981 0.05 89 4
40981 0.05 95 4
40981 0.05 101 4
40981 0.05 108 4
40981 0.05 113 4
40981 0.05 114 4
40981 0.05 119 4
40981 0.05 122 4
40981 0.05 128 4
40981 0.05 132 4
40981 0.05 142 4
40981 0.05 146 4
40981 0.05 153 4
40981 0.05 157 4
40981 0.05 161 4
40981 0.05 166 4
40981 0.05 171 4
40981 0.05 175 4
40981 0.05 176 4
40981 0.05 187 4
40981 0.05 196 4
40981 0.05 201 4
40981 0.05 206 4
40981 0.05 212 4
40981 0.05 216 4
40981 0.05 219 4
40981 0.05 220 4
40981 0.05 221 4
40981 0.05 223 4
40981 0.05 225 4
40981 0.05 230 4
40981 0.05 233 4
40981 0.05 239 4
40981 0.05 240 4
40981 0.05 241 4
40981 0.05 256 4
40981 0.05 259 4
40981 0.05 266 4
40981 0.05 296 4
40981 0.05 301 4
40981 0.05 325 4
40981 0.05 327 4
40981 0.05 329 4
40981 0.05 332 4
40981 0.05 333 4
40981 0.05 338 4
40981 0.05 351 4
40981 0.05 353 4
40981 0.05 357 4
40981 0.05 360 4
40981 0.05 367 4
40981 0.05 370 4
40981 0.05 371 4
40981 0.05 375 4
40981 0.05 378 4
40981 0.05 381 4
40981 0.05 382 4
40981 0.05 383 4
40981 0.05 385 4
40981 0.05 388 4
40981 0.05 393 4
40981 0.05 400 4
40981 0.05 403 4
40981 0.05 406 4
40981 0.05 409 4
40981 0.05 411 4
40981 0.05 412 4
40981 0.05 413 4
40981 0.05 418 4
40981 0.05 423 4
40981 0.05 426 4
40981 0.05 427 4
40981 0.05 429 4
40981 0.05 431 4
40981 0.05 432 4
40981 0.05 447 4
40981 0.05 473 4
40981 0.05 475 4
40981 0.05 476 4
40981 0.05 479 4
40981 0.05 481 4
40981 0.05 482 4
40981 0.05 485 4
40981 0.05 487 4
40981 0.05 492 4
40981 0.05 503 4
40981 0.05 506 4
40981 0.05 508 4
40981 0.05 511 4
40981 0.05 513 4
40981 0.05 518 4
40981 0.05 519 4
40981 0.05 524 4
40981 0.05 535 4
40981 0.05 536 4
40981 0.05 542 4
40981 0.05 565 4
40981 0.05 573 4
40981 0.05 574 4
40981 0.05 575 4
40981 0.05 578 4
40981 0.05 581 4
40981 0.05 582 4
40981 0.05 584 4
40981 0.05 597 4
40981 0.05 598 4
40981 0.05 603 4
40981 0.05 605 4
40981 0.05 620 4
40981 0.05 622 4
40981 0.05 628 4
40981 0.05 642 4
40981 0.05 646 4
40981 0.05 651 4
40981 0.05 658 4
40981 0.05 663 4
40981 0.05 665 4
40981 0.05 667 4
40981 0.05 669 4
40981 0.05 672 4
40981 0.05 682 4
40981 0.05 688 4
40981 0.05 690 4
40981 0.05 8 5
40981 0.05 10 5
40981 0.05 13 5
40981 0.05 14 5
40981 0.05 17 5
40981 0.05 18 5
40981 0.05 35 5
40981 0.05 36 5
40981 0.05 39 5
40981 0.05 41 5
40981 0.05 47 5
40981 0.05 50 5
40981 0.05 51 5
40981 0.05 52 5
40981 0.05 53 5
40981 0.05 56 5
40981 0.05 62 5
40981 0.05 63 5
40981 0.05 77 5
40981 0.05 92 5
40981 0.05 94 5
40981 0.05 98 5
40981 0.05 99 5
40981 0.05 102 5
40981 0.05 116 5
40981 0.05 120 5
40981 0.05 121 5
40981 0.05 124 5
40981 0.05 126 5
40981 0.05 129 5
40981 0.05 131 5
40981 0.05 133 5
40981 0.05 138 5
40981 0.05 143 5
40981 0.05 144 5
40981 0.05 148 5
40981 0.05 154 5
40981 0.05 155 5
40981 0.05 162 5
40981 0.05 165 5
40981 0.05 169 5
40981 0.05 170 5
40981 0.05 178 5
40981 0.05 179 5
40981 0.05 181 5
40981 0.05 186 5
40981 0.05 199 5
40981 0.05 200 5
40981 0.05 208 5
40981 0.05 210 5
40981 0.05 214 5
40981 0.05 224 5
40981 0.05 227 5
40981 0.05 231 5
40981 0.05 232 5
40981 0.05 234 5
40981 0.05 242 5
40981 0.05 244 5
40981 0.05 248 5
40981 0.05 249 5
40981 0.05 250 5
40981 0.05 251 5
40981 0.05 258 5
40981 0.05 261 5
40981 0.05 263 5
40981 0.05 269 5
40981 0.05 273 5
40981 0.05 278 5
40981 0.05 281 5
40981 0.05 283 5
40981 0.05 293 5
40981 0.05 297 5
40981 0.05 299 5
40981 0.05 302 5
40981 0.05 303 5
40981 0.05 306 5
40981 0.05 311 5
40981 0.05 318 5
40981 0.05 341 5
40981 0.05 345 5
40981 0.05 347 5
40981 0.05 349 5
40981 0.05 363 5
40981 0.05 365 5
40981 0.05 372 5
40981 0.05 374 5
40981 0.05 387 5
40981 0.05 397 5
40981 0.05 398 5
40981 0.05 433 5
40981 0.05 450 5
40981 0.05 458 5
40981 0.05 460 5
40981 0.05 462 5
40981 0.05 463 5
40981 0.05 474 5
40981 0.05 477 5
40981 0.05 486 5
40981 0.05 494 5
40981 0.05 496 5
40981 0.05 501 5
40981 0.05 505 5
40981 0.05 514 5
40981 0.05 516 5
40981 0.05 520 5
40981 0.05 523 5
40981 0.05 528 5
40981 0.05 531 5
40981 0.05 533 5
40981 0.05 543 5
40981 0.05 544 5
40981 0.05 547 5
40981 0.05 548 5
40981 0.05 549 5
40981 0.05 561 5
40981 0.05 563 5
40981 0.05 566 5
40981 0.05 570 5
40981 0.05 577 5
40981 0.05 585 5
40981 0.05 586 5
40981 0.05 590 5
40981 0.05 591 5
40981 0.05 595 5
40981 0.05 596 5
40981 0.05 601 5
40981 0.05 602 5
40981 0.05 607 5
40981 0.05 609 5
40981 0.05 610 5
40981 0.05 612 5
40981 0.05 627 5
40981 0.05 631 5
40981 0.05 641 5
40981 0.05 659 5
40981 0.05 670 5
40981 0.05 671 5
40981 0.05 685 5
41146 0.05 7 1
41146 0.05 22 1
41146 0.05 25 1
41146 0.05 36 1
41146 0.05 38 1
41146 0.05 44 1
41146 0.05 50 1
41146 0.05 54 1
41146 0.05 55 1
41146 0.05 65 1
41146 0.05 74 1
41146 0.05 75 1
41146 0.05 80 1
41146 0.05 82 1
41146 0.05 83 1
41146 0.05 87 1
41146 0.05 89 1
41146 0.05 96 1
41146 0.05 98 1
41146 0.05 103 1
41146 0.05 104 1
41146 0.05 113 1
41146 0.05 114 1
41146 0.05 120 1
41146 0.05 121 1
41146 0.05 124 1
41146 0.05 127 1
41146 0.05 137 1
41146 0.05 142 1
41146 0.05 146 1
41146 0.05 152 1
41146 0.05 156 1
41146 0.05 174 1
41146 0.05 179 1
41146 0.05 181 1
41146 0.05 182 1
41146 0.05 183 1
41146 0.05 186 1
41146 0.05 190 1
41146 0.05 192 1
41146 0.05 200 1
41146 0.05 201 1
41146 0.05 204 1
41146 0.05 206 1
41146 0.05 208 1
41146 0.05 211 1
41146 0.05 227 1
41146 0.05 232 1
41146 0.05 245 1
41146 0.05 249 1
41146 0.05 251 1
41146 0.05 255 1
41146 0.05 257 1
41146 0.05 260 1
41146 0.05 268 1
41146 0.05 271 1
41146 0.05 285 1
41146 0.05 290 1
41146 0.05 293 1
41146 0.05 295 1
41146 0.05 296 1
41146 0.05 300 1
41146 0.05 319 1
41146 0.05 327 1
41146 0.05 329 1
41146 0.05 331 1
41146 0.05 334 1
41146 0.05 335 1
41146 0.05 336 1
41146 0.05 338 1
41146 0.05 340 1
41146 0.05 344 1
41146 0.05 345 1
41146 0.05 350 1
41146 0.05 357 1
41146 0.05 358 1
41146 0.05 375 1
41146 0.05 378 1
41146 0.05 379 1
41146 0.05 382 1
41146 0.05 385 1
41146 0.05 387 1
41146 0.05 388 1
41146 0.05 397 1
41146 0.05 400 1
41146 0.05 404 1
41146 0.05 405 1
41146 0.05 410 1
41146 0.05 416 1
41146 0.05 422 1
41146 0.05 428 1
41146 0.05 434 1
41146 0.05 436 1
41146 0.05 439 1
41146 0.05 454 1
41146 0.05 459 1
41146 0.05 467 1
41146 0.05 474 1
41146 0.05 479 1
41146 0.05 484 1
41146 0.05 488 1
41146 0.05 493 1
41146 0.05 497 1
41146 0.05 499 1
41146 0.05 502 1
41146 0.05 510 1
41146 0.05 513 1
41146 0.05 520 1
41146 0.05 524 1
41146 0.05 527 1
41146 0.05 531 1
41146 0.05 532 1
41146 0.05 533 1
41146 0.05 540 1
41146 0.05 542 1
41146 0.05 543 1
41146 0.05 545 1
41146 0.05 556 1
41146 0.05 564 1
41146 0.05 565 1
41146 0.05 581 1
41146 0.05 591 1
41146 0.05 592 1
41146 0.05 594 1
41146 0.05 602 1
41146 0.05 612 1
41146 0.05 613 1
41146 0.05 623 1
41146 0.05 628 1
41146 0.05 634 1
41146 0.05 640 1
41146 0.05 647 1
41146 0.05 661 1
41146 0.05 663 1
41146 0.05 664 1
41146 0.05 665 1
41146 0.05 674 1
41146 0.05 677 1
41146 0.05 683 1
41146 0.05 684 1
41146 0.05 685 1
41146 0.05 687 1
41146 0.05 707 1
41146 0.05 709 1
41146 0.05 710 1
41146 0.05 713 1
41146 0.05 718 1
41146 0.05 724 1
41146 0.05 726 1
41146 0.05 730 1
41146 0.05 732 1
41146 0.05 733 1
41146 0.05 739 1
41146 0.05 743 1
41146 0.05 748 1
41146 0.05 750 1
41146 0.05 752 1
41146 0.05 753 1
41146 0.05 760 1
41146 0.05 762 1
41146 0.05 764 1
41146 0.05 767 1
41146 0.05 771 1
41146 0.05 777 1
41146 0.05 784 1
41146 0.05 788 1
41146 0.05 794 1
41146 0.05 803 1
41146 0.05 821 1
41146 0.05 835 1
41146 0.05 836 1
41146 0.05 838 1
41146 0.05 843 1
41146 0.05 850 1
41146 0.05 851 1
41146 0.05 853 1
41146 0.05 855 1
41146 0.05 858 1
41146 0.05 870 1
41146 0.05 871 1
41146 0.05 873 1
41146 0.05 881 1
41146 0.05 883 1
41146 0.05 894 1
41146 0.05 898 1
41146 0.05 902 1
41146 0.05 905 1
41146 0.05 911 1
41146 0.05 912 1
41146 0.05 919 1
41146 0.05 922 1
41146 0.05 927 1
41146 0.05 941 1
41146 0.05 942 1
41146 0.05 945 1
41146 0.05 949 1
41146 0.05 956 1
41146 0.05 959 1
41146 0.05 960 1
41146 0.05 963 1
41146 0.05 969 1
41146 0.05 971 1
41146 0.05 973 1
41146 0.05 991 1
41146 0.05 992 1
41146 0.05 1003 1
41146 0.05 1004 1
41146 0.05 1005 1
41146 0.05 1012 1
41146 0.05 1019 1
41146 0.05 1027 1
41146 0.05 1028 1
41146 0.05 1030 1
41146 0.05 1031 1
41146 0.05 1032 1
41146 0.05 1037 1
41146 0.05 1042 1
41146 0.05 1048 1
41146 0.05 1065 1
41146 0.05 1067 1
41146 0.05 1069 1
41146 0.05 1070 1
41146 0.05 1079 1
41146 0.05 1081 1
41146 0.05 1096 1
41146 0.05 1109 1
41146 0.05 1114 1
41146 0.05 1119 1
41146 0.05 1121 1
41146 0.05 1123 1
41146 0.05 1124 1
41146 0.05 1130 1
41146 0.05 1155 1
41146 0.05 1163 1
41146 0.05 1164 1
41146 0.05 1168 1
41146 0.05 1172 1
41146 0.05 1182 1
41146 0.05 1186 1
41146 0.05 1191 1
41146 0.05 1192 1
41146 0.05 1199 1
41146 0.05 1203 1
41146 0.05 1206 1
41146 0.05 1211 1
41146 0.05 1212 1
41146 0.05 1217 1
41146 0.05 1220 1
41146 0.05 1224 1
41146 0.05 1228 1
41146 0.05 1235 1
41146 0.05 1241 1
41146 0.05 1242 1
41146 0.05 1244 1
41146 0.05 1246 1
41146 0.05 1249 1
41146 0.05 1250 1
41146 0.05 1254 1
41146 0.05 1262 1
41146 0.05 1263 1
41146 0.05 1265 1
41146 0.05 1267 1
41146 0.05 1276 1
41146 0.05 1288 1
41146 0.05 1298 1
41146 0.05 1314 1
41146 0.05 1317 1
41146 0.05 1324 1
41146 0.05 1327 1
41146 0.05 1328 1
41146 0.05 1333 1
41146 0.05 1338 1
41146 0.05 1340 1
41146 0.05 1341 1
41146 0.05 1349 1
41146 0.05 1356 1
41146 0.05 1363 1
41146 0.05 1364 1
41146 0.05 1373 1
41146 0.05 1378 1
41146 0.05 1384 1
41146 0.05 1385 1
41146 0.05 1388 1
41146 0.05 1389 1
41146 0.05 1392 1
41146 0.05 1394 1
41146 0.05 1396 1
41146 0.05 1402 1
41146 0.05 1407 1
41146 0.05 1412 1
41146 0.05 1418 1
41146 0.05 1419 1
41146 0.05 1423 1
41146 0.05 1428 1
41146 0.05 1432 1
41146 0.05 1434 1
41146 0.05 1437 1
41146 0.05 1443 1
41146 0.05 1447 1
41146 0.05 1450 1
41146 0.05 1458 1
41146 0.05 1461 1
41146 0.05 1466 1
41146 0.05 1467 1
41146 0.05 1481 1
41146 0.05 1484 1
41146 0.05 1485 1
41146 0.05 1487 1
41146 0.05 1488 1
41146 0.05 1494 1
41146 0.05 1497 1
41146 0.05 1500 1
41146 0.05 1503 1
41146 0.05 1504 1
41146 0.05 1505 1
41146 0.05 1512 1
41146 0.05 1514 1
41146 0.05 1517 1
41146 0.05 1518 1
41146 0.05 1520 1
41146 0.05 1525 1
41146 0.05 1527 1
41146 0.05 1535 1
41146 0.05 1540 1
41146 0.05 1542 1
41146 0.05 1545 1
41146 0.05 1556 1
41146 0.05 1563 1
41146 0.05 1567 1
41146 0.05 1569 1
41146 0.05 1572 1
41146 0.05 1577 1
41146 0.05 1580 1
41146 0.05 1585 1
41146 0.05 1587 1
41146 0.05 1596 1
41146 0.05 1599 1
41146 0.05 1605 1
41146 0.05 1610 1
41146 0.05 1611 1
41146 0.05 1613 1
41146 0.05 1616 1
41146 0.05 1617 1
41146 0.05 1623 1
41146 0.05 1626 1
41146 0.05 1640 1
41146 0.05 1645 1
41146 0.05 1650 1
41146 0.05 1653 1
41146 0.05 1654 1
41146 0.05 1658 1
41146 0.05 1665 1
41146 0.05 1671 1
41146 0.05 1685 1
41146 0.05 1686 1
41146 0.05 1696 1
41146 0.05 1703 1
41146 0.05 1704 1
41146 0.05 1709 1
41146 0.05 1710 1
41146 0.05 1711 1
41146 0.05 1712 1
41146 0.05 1723 1
41146 0.05 1732 1
41146 0.05 1733 1
41146 0.05 1739 1
41146 0.05 1744 1
41146 0.05 1745 1
41146 0.05 1752 1
41146 0.05 1756 1
41146 0.05 1757 1
41146 0.05 1761 1
41146 0.05 1765 1
41146 0.05 1767 1
41146 0.05 1772 1
41146 0.05 1783 1
41146 0.05 1785 1
41146 0.05 1791 1
41146 0.05 1794 1
41146 0.05 1804 1
41146 0.05 1805 1
41146 0.05 1812 1
41146 0.05 1815 1
41146 0.05 1816 1
41146 0.05 1821 1
41146 0.05 1825 1
41146 0.05 1829 1
41146 0.05 1830 1
41146 0.05 1832 1
41146 0.05 1833 1
41146 0.05 1838 1
41146 0.05 1842 1
41146 0.05 1847 1
41146 0.05 1849 1
41146 0.05 1850 1
41146 0.05 1858 1
41146 0.05 1863 1
41146 0.05 1868 1
41146 0.05 1869 1
41146 0.05 1873 1
41146 0.05 1881 1
41146 0.05 1894 1
41146 0.05 1898 1
41146 0.05 1900 1
41146 0.05 1906 1
41146 0.05 1924 1
41146 0.05 1934 1
41146 0.05 1942 1
41146 0.05 1950 1
41146 0.05 1951 1
41146 0.05 1953 1
41146 0.05 1959 1
41146 0.05 1960 1
41146 0.05 1961 1
41146 0.05 1962 1
41146 0.05 1980 1
41146 0.05 1981 1
41146 0.05 1985 1
41146 0.05 1987 1
41146 0.05 1991 1
41146 0.05 2003 1
41146 0.05 2015 1
41146 0.05 2017 1
41146 0.05 2022 1
41146 0.05 2037 1
41146 0.05 2044 1
41146 0.05 2047 1
41146 0.05 2049 1
41146 0.05 2054 1
41146 0.05 2066 1
41146 0.05 2072 1
41146 0.05 2086 1
41146 0.05 2087 1
41146 0.05 2095 1
41146 0.05 2097 1
41146 0.05 2105 1
41146 0.05 2107 1
41146 0.05 2108 1
41146 0.05 2128 1
41146 0.05 2129 1
41146 0.05 2132 1
41146 0.05 2134 1
41146 0.05 2138 1
41146 0.05 2140 1
41146 0.05 2154 1
41146 0.05 2156 1
41146 0.05 2157 1
41146 0.05 2158 1
41146 0.05 2159 1
41146 0.05 2183 1
41146 0.05 2194 1
41146 0.05 2195 1
41146 0.05 2197 1
41146 0.05 2200 1
41146 0.05 2201 1
41146 0.05 2214 1
41146 0.05 2215 1
41146 0.05 2218 1
41146 0.05 2221 1
41146 0.05 2222 1
41146 0.05 2228 1
41146 0.05 2233 1
41146 0.05 2236 1
41146 0.05 2245 1
41146 0.05 2259 1
41146 0.05 2261 1
41146 0.05 2265 1
41146 0.05 2268 1
41146 0.05 2274 1
41146 0.05 2284 1
41146 0.05 2289 1
41146 0.05 2295 1
41146 0.05 2301 1
41146 0.05 2302 1
41146 0.05 2307 1
41146 0.05 2311 1
41146 0.05 2318 1
41146 0.05 2320 1
41146 0.05 2329 1
41146 0.05 2331 1
41146 0.05 2333 1
41146 0.05 2336 1
41146 0.05 2337 1
41146 0.05 2344 1
41146 0.05 2363 1
41146 0.05 2385 1
41146 0.05 2386 1
41146 0.05 2388 1
41146 0.05 2397 1
41146 0.05 2401 1
41146 0.05 2404 1
41146 0.05 2408 1
41146 0.05 2416 1
41146 0.05 2424 1
41146 0.05 2427 1
41146 0.05 2436 1
41146 0.05 2444 1
41146 0.05 2447 1
41146 0.05 2449 1
41146 0.05 2451 1
41146 0.05 2452 1
41146 0.05 2454 1
41146 0.05 2455 1
41146 0.05 2456 1
41146 0.05 2468 1
41146 0.05 2476 1
41146 0.05 2477 1
41146 0.05 2486 1
41146 0.05 2489 1
41146 0.05 2492 1
41146 0.05 2499 1
41146 0.05 2500 1
41146 0.05 2506 1
41146 0.05 2509 1
41146 0.05 2510 1
41146 0.05 2513 1
41146 0.05 2514 1
41146 0.05 2517 1
41146 0.05 2529 1
41146 0.05 2533 1
41146 0.05 2536 1
41146 0.05 2539 1
41146 0.05 2541 1
41146 0.05 2558 1
41146 0.05 2559 1
41146 0.05 2566 1
41146 0.05 2570 1
41146 0.05 2572 1
41146 0.05 2578 1
41146 0.05 2592 1
41146 0.05 2596 1
41146 0.05 2601 1
41146 0.05 2604 1
41146 0.05 2607 1
41146 0.05 2611 1
41146 0.05 2617 1
41146 0.05 2618 1
41146 0.05 2631 1
41146 0.05 2636 1
41146 0.05 2641 1
41146 0.05 2647 1
41146 0.05 2658 1
41146 0.05 2659 1
41146 0.05 2666 1
41146 0.05 2676 1
41146 0.05 2688 1
41146 0.05 2691 1
